%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
8.0, 44120.17543556398, 38598.5122440472, 27643.65406556774, 9930.120102181447, -7786.5878089175, 14587.843667011699, -4973.039623861268, 20933.61567659565, 0.036000000000000004, -0.018000000000000002, 1.016, 192.0, 1.0, 32.0, 255.0, 112.0, 31.0, 192.0, 0.0, 0.0, 0.0, 1.711528993950156E9, 0.0, 2024-03-27 16:43:13.950
9.0, 43096.756112188836, 38310.8452929074, 28054.143852489455, 10240.87640534358, -7572.569855757935, 14832.304696119392, -4933.052353030724, 21131.674484214127, 0.036000000000000004, -0.018000000000000002, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528993954116E9, 0.0, 2024-03-27 16:43:13.954
10.0, 43237.952081913005, 38170.38693075025, 28089.526663962206, 10273.375841781599, -7549.122875824318, 14848.465007360579, -4966.155286569034, 21165.895004975202, 0.036000000000000004, -0.018000000000000002, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528993958136E9, 0.0, 2024-03-27 16:43:13.958
11.0, 44302.118635430175, 38361.24847665411, 27697.119438304835, 9976.589378904031, -7758.2234452037155, 14607.312036432271, -5038.552586859773, 20977.849778872704, 0.036000000000000004, -0.018000000000000002, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528993962179E9, 0.0, 2024-03-27 16:43:13.962
12.0, 44896.51857573016, 38607.25177612922, 27378.94235598354, 9724.215832259159, -7940.814845659119, 14409.56615323617, -5074.270674499354, 20799.035823230246, 0.036000000000000004, -0.018000000000000002, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528993965141E9, 0.0, 2024-03-27 16:43:13.965
13.0, 44088.547717159716, 38560.71544417327, 27600.60460574682, 9885.371909781923, -7833.191196106815, 14546.425884536015, -5018.167795916534, 20885.112391127634, 0.036000000000000004, -0.018000000000000002, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528993969198E9, 0.0, 2024-03-27 16:43:13.969
14.0, 43051.82910583366, 38265.35949294084, 28003.07011640908, 10190.227352407856, -7621.386065648326, 14788.137649075707, -4981.242714076366, 21081.2265969785, 0.036000000000000004, -0.018000000000000002, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528993973384E9, 0.0, 2024-03-27 16:43:13.973
15.0, 43187.52654642183, 38126.10812498428, 28048.287695442166, 10233.634440140062, -7590.339492599905, 14810.26587608646, -5011.126996413112, 21124.94660913308, 0.036000000000000004, -0.018000000000000002, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528993977187E9, 0.0, 2024-03-27 16:43:13.977
16.0, 44261.32670179924, 38325.3962785478, 27666.296382700966, 9946.481579122732, -7791.30402699757, 14578.254768640372, -5075.611779166673, 20944.948011034492, 0.036000000000000004, -0.018000000000000002, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528993982448E9, 0.0, 2024-03-27 16:43:13.982
17.0, 44873.45157545228, 38578.97681939326, 27349.683922491542, 9699.137174980304, -7968.285139594691, 14386.432097724928, -5104.1549568361, 20770.045610671714, 0.038, -0.016, 1.016, 192.0, 1.0, 48.0, 255.0, 128.0, 31.0, 192.0, 0.0, 0.0, 0.0, 1.711528993986167E9, 0.0, 2024-03-27 16:43:13.986
18.0, 44074.26495245277, 38537.00024330619, 27570.720323410074, 9859.577996680498, -7860.79560050912, 14521.235468534884, -5046.375697419131, 20855.362219257622, 0.038, -0.016, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.71152899399017E9, 0.0, 2024-03-27 16:43:13.990
19.0, 43045.16828598599, 38252.864867790326, 27990.82136044757, 10181.06313718118, -7636.138216988828, 14774.704250658066, -4995.190202616478, 21063.70282932554, 0.038, -0.016, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528993993184E9, 0.0, 2024-03-27 16:43:13.993
20.0, 43163.25255194337, 38107.109142197274, 28036.59773309204, 10222.59267837914, -7606.276286396538, 14797.525381746935, -5024.09100819719, 21104.695928656573, 0.038, -0.016, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528993997177E9, 0.0, 2024-03-27 16:43:13.997
21.0, 44238.080887565724, 38307.15725507227, 27657.80271980795, 9937.071494707048, -7803.083396325517, 14567.190655134995, -5085.580657193739, 20928.25125792638, 0.038, -0.016, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994001155E9, 0.0, 2024-03-27 16:43:14.001
22.0, 44868.8918195834, 38571.220764067264, 27349.058073646793, 9696.097337734382, -7972.2413983632805, 14381.626472667036, -5108.312381304787, 20762.758941979282, 0.038, -0.016, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994005341E9, 0.0, 2024-03-27 16:43:14.005
23.0, 44083.18329849045, 38538.453106695786, 27568.820425131373, 9860.270900758613, -7860.326213875558, 14517.949762099954, -5047.001546263879, 20852.724713411895, 0.038, -0.016, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994010243E9, 0.0, 2024-03-27 16:43:14.010
24.0, 43052.56671340069, 38260.084481249396, 27992.721258726273, 10186.002872705803, -7630.863205297376, 14775.978300092018, -4992.329179326199, 21066.16152121562, 0.038, -0.016, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994014211E9, 0.0, 2024-03-27 16:43:14.014
25.0, 43174.36136893766, 38126.01871800646, 28057.31780020211, 10244.206815267422, -7584.863315208354, 14815.876163944742, -5007.394255089075, 21123.963132377045, 0.038, -0.016, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994018287E9, 0.0, 2024-03-27 16:43:14.018
26.0, 44259.62796922064, 38334.96282517467, 27690.548025434975, 9972.431954435344, -7773.199113988771, 14595.063280470764, -5060.52435165934, 20957.129711762635, 0.038, -0.016, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994021243E9, 0.0, 2024-03-27 16:43:14.021
27.0, 44894.7974914071, 38595.22653761227, 27372.437998347046, 9725.02049505955, -7948.660307962931, 14403.978217122343, -5085.513601960373, 20785.423610856964, 0.036000000000000004, -0.014, 1.014, 192.0, 1.0, 32.0, 255.0, 144.0, 31.0, 176.0, 0.0, 0.0, 0.0, 1.711528994025217E9, 0.0, 2024-03-27 16:43:14.025
28.0, 44112.911118616, 38558.72613891675, 27583.93020438316, 9879.582807967998, -7843.9870886787285, 14534.244183807872, -5026.929679743013, 20869.868501409113, 0.036000000000000004, -0.014, 1.014, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994029225E9, 0.0, 2024-03-27 16:43:14.029
29.0, 43073.77851888878, 38275.64129539028, 28003.673613509374, 10197.692835055928, -7622.302487170993, 14787.176524064127, -4977.286455307777, 21074.878701553193, 0.036000000000000004, -0.014, 1.014, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994033598E9, 0.0, 2024-03-27 16:43:14.033
30.0, 43172.036787514306, 38129.907921541686, 28061.475224670798, 10247.805446124727, -7583.879838452321, 14820.614733769267, -5000.353455585654, 21123.85137365477, 0.036000000000000004, -0.014, 1.014, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994038391E9, 0.0, 2024-03-27 16:43:14.038
31.0, 44235.33162299772, 38317.10378135488, 27677.29344097298, 9956.048125749603, -7787.727747884721, 14583.418021609548, -5070.247360497398, 20940.47766214343, 0.036000000000000004, -0.014, 1.014, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994042281E9, 0.0, 2024-03-27 16:43:14.042
32.0, 44879.59830517749, 38579.64737172692, 27361.887974964142, 9709.106053007372, -7960.372622057513, 14392.265903027763, -5094.566058464773, 20770.224424627355, 0.036000000000000004, -0.014, 1.014, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.71152899404627E9, 0.0, 2024-03-27 16:43:14.046
33.0, 44098.22602250887, 38540.129487529935, 27566.4064367302, 9855.241758256168, -7861.041469698128, 14516.698064410457, -5042.151217717078, 20845.929783097483, 0.036000000000000004, -0.014, 1.014, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.71152899404929E9, 0.0, 2024-03-27 16:43:14.049
34.0, 43052.67847212296, 38253.53542012399, 27982.01477313218, 10170.423706820453, -7642.419057180769, 14766.165884276139, -4997.112452639634, 21049.06243670731, 0.036000000000000004, -0.014, 1.014, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994053551E9, 0.0, 2024-03-27 16:43:14.053
35.0, 43145.63937731259, 38109.52313059844, 28049.673503598395, 10229.029980782268, -7599.459004337669, 14804.566181250357, -5019.330086628209, 21103.958321089547, 0.036000000000000004, -0.014, 1.014, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994057259E9, 0.0, 2024-03-27 16:43:14.057
36.0, 44204.01682901583, 38289.857004863865, 27662.85421405485, 9938.72552379674, -7804.849184137486, 14566.050716167774, -5093.6049334531945, 20917.56712407674, 0.036000000000000004, -0.014, 1.014, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994061264E9, 0.0, 2024-03-27 16:43:14.061
37.0, 44844.886046038395, 38541.29177824161, 27328.762689681374, 9676.651320058265, -7992.246209650781, 14361.375792190527, -5129.412428070596, 20732.15940381997, 0.034, -0.014, 1.018, 192.0, 1.0, 16.0, 255.0, 144.0, 31.0, 208.0, 0.0, 0.0, 0.0, 1.711528994066299E9, 0.0, 2024-03-27 16:43:14.066
38.0, 44070.86748729557, 38502.84677777848, 27524.02752924294, 9817.08733047096, -7900.224077728281, 14481.002328515331, -5080.3950524801085, 20804.288483177243, 0.034, -0.014, 1.018, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994070289E9, 0.0, 2024-03-27 16:43:14.070
39.0, 43023.50944560879, 38220.54424530795, 27942.943923824303, 10137.76780817125, -7679.992339610141, 14731.543032114869, -5033.322278657231, 21009.052814132312, 0.034, -0.014, 1.018, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994073262E9, 0.0, 2024-03-27 16:43:14.073
40.0, 43102.81343493622, 38074.78851971489, 28016.190590404345, 10201.514983357785, -7632.9642692761745, 14772.06674481234, -5054.176456234033, 21066.139169471167, 0.034, -0.014, 1.018, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994077312E9, 0.0, 2024-03-27 16:43:14.077
41.0, 44171.76326176683, 38268.26521972004, 27645.88924001327, 9922.989895700204, -7824.272850069148, 14545.420056035526, -5115.755512208404, 20893.71781274293, 0.034, -0.014, 1.018, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994081316E9, 0.0, 2024-03-27 16:43:14.081
42.0, 44828.479865608206, 38525.75731584517, 27317.095079075705, 9663.19556989617, -8009.211183692359, 14341.527443114215, -5152.21120741501, 20712.780441377217, 0.034, -0.014, 1.018, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994085296E9, 0.0, 2024-03-27 16:43:14.085
43.0, 44060.451574379396, 38485.41241710334, 27504.87208424474, 9795.18262090476, -7921.61469717201, 14453.24146190184, -5109.809948183292, 20777.198168897412, 0.034, -0.014, 1.018, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994089306E9, 0.0, 2024-03-27 16:43:14.089
44.0, 43015.1051896936, 38208.80957946892, 27931.05279577408, 10119.90876435146, -7695.862078173409, 14708.967770215007, -5056.121058001645, 20987.68454643304, 0.034, -0.014, 1.018, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994093305E9, 0.0, 2024-03-27 16:43:14.093
45.0, 43080.037007336265, 38059.209353829545, 28005.97584318827, 10184.214733149378, -7647.291737472026, 14753.224224236516, -5073.197790765499, 21047.319000639796, 0.034, -0.014, 1.018, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994098351E9, 0.0, 2024-03-27 16:43:14.098
46.0, 44142.03544164127, 38243.343024652364, 27629.147783416247, 9900.571096011532, -7845.059972412583, 14521.906020868544, -5140.297727620331, 20869.26500430882, 0.034, -0.014, 1.018, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994101341E9, 0.0, 2024-03-27 16:43:14.101
47.0, 44808.49740606516, 38503.27146092313, 27294.11748577565, 9638.988630651073, -8031.4958729143, 14316.35937885754, -5174.45119314804, 20686.584196875596, 0.034, -0.016, 1.022, 192.0, 1.0, 16.0, 255.0, 128.0, 31.0, 240.0, 0.0, 0.0, 0.0, 1.711528994105352E9, 0.0, 2024-03-27 16:43:14.105
48.0, 44060.00453949029, 38478.03634143309, 27486.677764258122, 9779.491696297133, -7939.071409591605, 14434.153072137007, -5120.807006455303, 20760.367305322565, 0.034, -0.016, 1.022, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994109347E9, 0.0, 2024-03-27 16:43:14.109
49.0, 42995.21213712837, 38185.675523957674, 27901.637900070895, 10091.723214593318, -7724.695828520755, 14677.742383210943, -5080.551514691296, 20958.739037363415, 0.034, -0.016, 1.022, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994113368E9, 0.0, 2024-03-27 16:43:14.113
50.0, 43042.68724235144, 38027.402821469645, 27977.745589941216, 10156.610328747074, -7675.544342463535, 14717.86376450822, -5103.260887057887, 21015.311302579797, 0.034, -0.016, 1.022, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994117371E9, 0.0, 2024-03-27 16:43:14.117
51.0, 44100.17062427648, 38208.42959981318, 27603.242111592546, 9874.95599686575, -7872.2173419257815, 14486.791430329256, -5171.7913355578585, 20837.436120204464, 0.034, -0.016, 1.022, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994121359E9, 0.0, 2024-03-27 16:43:14.121
52.0, 44774.18747832626, 38467.17339362781, 27266.378970906615, 9611.071301826394, -8060.910768617484, 14280.663642962414, -5207.59883017526, 20653.391856359467, 0.034, -0.016, 1.022, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.71152899412645E9, 0.0, 2024-03-27 16:43:14.126
53.0, 44028.26506236375, 38438.29493979156, 27449.75268241795, 9742.231338290136, -7975.594160031576, 14392.355310005583, -5159.162599940611, 20718.301322257677, 0.034, -0.016, 1.022, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994129601E9, 0.0, 2024-03-27 16:43:14.129
54.0, 42963.427956512925, 38149.80097410691, 27865.673943242306, 10057.435638598876, -7759.944529526774, 14640.28085950385, -5113.945020907524, 20920.942237489493, 0.034, -0.016, 1.022, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.71152899413336E9, 0.0, 2024-03-27 16:43:14.133
55.0, 43005.873919233556, 37997.89851878864, 27955.68441816383, 10134.772674414238, -7700.779461953576, 14694.640302019156, -5127.8254542142695, 20992.289005790833, 0.034, -0.016, 1.022, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.71152899413736E9, 0.0, 2024-03-27 16:43:14.137
56.0, 44066.86652503807, 38182.85920415631, 27586.970041629083, 9858.102781546448, -7895.016121270195, 14467.05483997522, -5195.126556769199, 20821.186401985455, 0.034, -0.016, 1.022, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994141405E9, 0.0, 2024-03-27 16:43:14.141
57.0, 44755.74728915063, 38446.74389919566, 27249.14577593157, 9595.358025474314, -8082.971940394872, 14261.530549708672, -5227.782455418403, 20639.533774797175, 0.032, -0.012, 1.02, 192.0, 1.0, 0.0, 255.0, 160.0, 31.0, 224.0, 0.0, 0.0, 0.0, 1.711528994148406E9, 0.0, 2024-03-27 16:43:14.148
58.0, 44032.57894904363, 38432.662300188815, 27438.822679379307, 9730.988410829117, -7989.273427638224, 14379.592463921603, -5173.221847202998, 20711.416984965443, 0.032, -0.012, 1.02, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994150394E9, 0.0, 2024-03-27 16:43:14.150
59.0, 42973.910924662465, 38157.64643641072, 27862.70116122975, 10054.060525186125, -7762.693794094777, 14637.956278080497, -5119.979991910457, 20922.931542746013, 0.032, -0.012, 1.02, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7115289941544E9, 0.0, 2024-03-27 16:43:14.154
60.0, 43001.247108131305, 38003.24058571346, 27946.43079595933, 10125.742569654294, -7707.596744012445, 14690.438174061559, -5136.028544429368, 20994.166552325078, 0.032, -0.012, 1.02, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994157396E9, 0.0, 2024-03-27 16:43:14.157
61.0, 44042.1454956705, 38164.35195974731, 27566.94287859713, 9834.18641497927, -7916.317333736102, 14446.066551931686, -5222.261574537942, 20804.48964887734, 0.032, -0.012, 1.02, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994161388E9, 0.0, 2024-03-27 16:43:14.161
62.0, 44733.68611737325, 38423.05105007304, 27222.882476196584, 9565.809019304397, -8106.396568584034, 14238.0612180306, -5257.778496477425, 20616.712643708306, 0.032, -0.012, 1.02, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.71152899416537E9, 0.0, 2024-03-27 16:43:14.165
63.0, 44007.3885330425, 38398.21826198319, 27397.695469581544, 9689.324759164425, -8026.958468789872, 14342.9356030149, -5212.806786633348, 20674.04486823617, 0.032, -0.012, 1.02, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994169645E9, 0.0, 2024-03-27 16:43:14.169
64.0, 42937.566988178136, 38114.57462484534, 27816.522457185085, 10004.372597261978, -7808.157242316872, 14594.862114770665, -5165.890475021658, 20875.70230671195, 0.032, -0.012, 1.02, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994173409E9, 0.0, 2024-03-27 16:43:14.173
65.0, 42939.06455505664, 37941.19214310552, 27898.151027935866, 10071.114906205525, -7760.972709771719, 14636.793987368821, -5193.807803846336, 20931.805185294772, 0.032, -0.012, 1.02, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994177455E9, 0.0, 2024-03-27 16:43:14.177
66.0, 43992.56932646863, 38118.285014424924, 27526.68738683312, 9793.103908670415, -7955.499941766256, 14409.253228813795, -5261.622996523738, 20758.422703554956, 0.032, -0.012, 1.02, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994182426E9, 0.0, 2024-03-27 16:43:14.182
67.0, 44702.70659955819, 38389.03169501206, 27189.176045557982, 9531.633202032233, -8140.0582957337265, 14205.42767112585, -5289.115642203766, 20579.07230604557, 0.032, -0.012, 1.018, 192.0, 1.0, 0.0, 255.0, 160.0, 31.0, 208.0, 0.0, 0.0, 0.0, 1.711528994185983E9, 0.0, 2024-03-27 16:43:14.185
68.0, 43991.98818111279, 38376.89469777283, 27368.906422723107, 9659.865159972329, -8053.69115515842, 14314.951218956856, -5233.75037118797, 20642.75242599874, 0.032, -0.012, 1.018, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994188443E9, 0.0, 2024-03-27 16:43:14.188
69.0, 42927.62046189552, 38102.079999694826, 27795.668279608286, 9984.032509807648, -7827.156225103882, 14573.40444009357, -5176.306387937831, 20854.490501223863, 0.032, -0.012, 1.018, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994193481E9, 0.0, 2024-03-27 16:43:14.193
70.0, 42926.12289501702, 37932.87729416815, 27891.28904238809, 10063.962347979827, -7769.734593598198, 14626.065150030274, -5196.869992836713, 20921.925714245524, 0.032, -0.012, 1.018, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994197476E9, 0.0, 2024-03-27 16:43:14.197
71.0, 43975.626704171504, 38107.310307897365, 27524.02752924294, 9790.019367935583, -7962.406630802946, 14398.189115308418, -5266.272159370442, 20749.236136583822, 0.032, -0.012, 1.018, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994201467E9, 0.0, 2024-03-27 16:43:14.201
72.0, 44682.902953970784, 38370.14447094732, 27175.675591906976, 9519.272687348448, -8155.011612774327, 14185.489915071717, -5304.828918555846, 20559.961564536283, 0.032, -0.012, 1.018, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994205498E9, 0.0, 2024-03-27 16:43:14.205
73.0, 43973.65975065944, 38353.537124817034, 27343.872468933165, 9637.155787605738, -8076.780507180752, 14290.677224478392, -5257.376165077229, 20617.494954764243, 0.032, -0.012, 1.018, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.711528994210483E9, 0.0, 2024-03-27 16:43:14.210
74.0, 42898.80906329263, 38072.374531313726, 27766.231032160646, 9955.131704226937, -7857.5545975631, 14542.894308912077, -5209.319914498319, 20820.806422329715, 0.032, -0.012, 1.018, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.71152899421356E9, 0.0, 2024-03-27 16:43:14.213
