cls,id,speaker,session
air,1711872703,shan,1
air,1711872710,shan,1
bat,1711872717,shan,1
cap,1711872724,shan,1
cap,1711872732,shan,1
bat,1711872739,shan,1
cap,1711872745,shan,1
bat,1711872751,shan,1
air,1711872757,shan,1
cap,1711872764,shan,1
bat,1711872769,shan,1
cap,1711872779,shan,1
bat,1711872785,shan,1
cap,1711872796,shan,1
cap,1711872804,shan,1
air,1711872811,shan,1
cap,1711872817,shan,1
bat,1711872823,shan,1
bat,1711872829,shan,1
cap,1711872835,shan,1
air,1711872841,shan,1
air,1711872847,shan,1
air,1711872854,shan,1
air,1711872860,shan,1
air,1711872866,shan,1
cap,1711872872,shan,1
air,1711872878,shan,1
air,1711872884,shan,1
air,1711872889,shan,1
air,1711872901,shan,1
air,1711872913,shan,1
cap,1711872928,shan,1
cap,1711872934,shan,1
air,1711872942,shan,1
air,1711872948,shan,1
air,1711872970,shan,1
bat,1711872975,shan,1
cap,1711872997,shan,1
air,1711873002,shan,1
cap,1711873008,shan,1
air,1711873014,shan,1
bat,1711873018,shan,1
bat,1711873024,shan,1
bat,1711873029,shan,1
bat,1711873035,shan,1
cap,1711873041,shan,1
bat,1711873046,shan,1
bat,1711873051,shan,1
bat,1711873056,shan,1
cap,1711873062,shan,1
cap,1711873067,shan,1
bat,1711873072,shan,1
bat,1711873078,shan,1
bat,1711873089,shan,1
cap,1711873095,shan,1
air,1711873100,shan,1
air,1711873106,shan,1
air,1711873111,shan,1
cap,1711873117,shan,1
bat,1711873122,shan,1
air,1711873128,shan,1
air,1711873138,shan,1
bat,1711873144,shan,1
air,1711873156,shan,1
air,1711873171,shan,1
bat,1711873177,shan,1
cap,1711873183,shan,1
cap,1711873188,shan,1
cap,1711873194,shan,1
bat,1711873199,shan,1
air,1711873204,shan,1
air,1711873210,shan,1
cap,1711873215,shan,1
bat,1711873221,shan,1
air,1711873227,shan,1
bat,1711873232,shan,1
cap,1711873252,shan,1
cap,1711873258,shan,1
bat,1711873263,shan,1
air,1711873268,shan,1
bat,1711873274,shan,1
bat,1711873279,shan,1
air,1711873285,shan,1
cap,1711873295,shan,1
air,1711873307,shan,1
bat,1711873312,shan,1
air,1711873317,shan,1
air,1711873328,shan,1
air,1711873348,shan,1
cap,1711873359,shan,1
cap,1711873386,shan,1
cap,1711873392,shan,1
cap,1711873398,shan,1
cap,1711873412,shan,1
bat,1711873418,shan,1
bat,1711873424,shan,1
bat,1711873441,shan,1
bat,1711873447,shan,1
bat,1711873453,shan,1
bat,1711873483,shan,1
bat,1711873498,shan,1
cap,1711873505,shan,1
cap,1711873517,shan,1
cap,1711873523,shan,1
cap,1711873535,shan,1
bat,1711873541,shan,1
bat,1711873546,shan,1
bat,1711873551,shan,1
bat,1711873556,shan,1
bat,1711873561,shan,1
bat,1711873566,shan,1
cap,1711873573,shan,1
cap,1711873585,shan,1
cap,1711873590,shan,1
cap,1711873596,shan,1
