cls,id,speaker,session
bat,1711509855,shan,0
bat,1711509861,shan,0
bat,1711509867,shan,0
cap,1711509879,shan,0
bat,1711509885,shan,0
air,1711509891,shan,0
cap,1711509897,shan,0
air,1711509909,shan,0
air,1711509916,shan,0
cap,1711509922,shan,0
air,1711509940,shan,0
bat,1711509945,shan,0
cap,1711509951,shan,0
air,1711509956,shan,0
air,1711509961,shan,0
air,1711509968,shan,0
cap,1711509973,shan,0
cap,1711509980,shan,0
bat,1711509990,shan,0
cap,1711509995,shan,0
cap,1711510004,shan,0
cap,1711510012,shan,0
bat,1711510021,shan,0
bat,1711510027,shan,0
bat,1711510032,shan,0
cap,1711510039,shan,0
cap,1711510044,shan,0
cap,1711510049,shan,0
cap,1711510056,shan,0
bat,1711510062,shan,0
bat,1711510067,shan,0
bat,1711510072,shan,0
bat,1711510077,shan,0
cap,1711510084,shan,0
cap,1711510089,shan,0
cap,1711510094,shan,0
bat,1711510100,shan,0
bat,1711510106,shan,0
bat,1711510111,shan,0
bat,1711510116,shan,0
cap,1711510129,shan,0
cap,1711510135,shan,0
cap,1711510141,shan,0
cap,1711510146,shan,0
cap,1711510152,shan,0
cap,1711510159,shan,0
bat,1711510166,shan,0
bat,1711510171,shan,0
bat,1711510177,shan,0
cap,1711510187,shan,0
bat,1711510195,shan,0
bat,1711510200,shan,0
air,1711875476,shan,1
air,1711875492,shan,1
cap,1711875503,shan,1
bat,1711875509,shan,1
air,1711875516,shan,1
cap,1711875522,shan,1
cap,1711875535,shan,1
cap,1711875541,shan,1
bat,1711875551,shan,1
air,1711875557,shan,1
air,1711875562,shan,1
cap,1711875568,shan,1
cap,1711875578,shan,1
cap,1711875583,shan,1
air,1711875594,shan,1
air,1711875603,shan,1
cap,1711875609,shan,1
bat,1711875614,shan,1
cap,1711875620,shan,1
cap,1711875627,shan,1
bat,1711875633,shan,1
air,1711875639,shan,1
bat,1711875645,shan,1
bat,1711875651,shan,1
air,1711875661,shan,1
cap,1711875666,shan,1
cap,1711875673,shan,1
cap,1711875684,shan,1
bat,1711875690,shan,1
cap,1711875701,shan,1
bat,1711875712,shan,1
cap,1711875722,shan,1
air,1711875731,shan,1
cap,1711875736,shan,1
air,1711875748,shan,1
air,1711875758,shan,1
air,1711875767,shan,1
bat,1711875777,shan,1
cap,1711875788,shan,1
cap,1711875801,shan,1
cap,1711875806,shan,1
bat,1711875811,shan,1
bat,1711875817,shan,1
cap,1711875824,shan,1
air,1711875834,shan,1
cap,1711875839,shan,1
air,1711875844,shan,1
cap,1711875854,shan,1
bat,1711875860,shan,1
cap,1711875865,shan,1
cap,1711875875,shan,1
air,1711875896,shan,1
cap,1711875901,shan,1
cap,1711875906,shan,1
cap,1711875911,shan,1
cap,1711875916,shan,1
air,1711875926,shan,1
cap,1711875930,shan,1
bat,1711875935,shan,1
cap,1711875939,shan,1
cap,1711875944,shan,1
air,1711875949,shan,1
bat,1711875954,shan,1
cap,1711875959,shan,1
bat,1711875963,shan,1
bat,1711875968,shan,1
cap,1711875972,shan,1
cap,1711875977,shan,1
bat,1711875981,shan,1
air,1711875987,shan,1
cap,1711875992,shan,1
bat,1711875997,shan,1
cap,1711876002,shan,1
air,1711876006,shan,1
bat,1711876010,shan,1
cap,1711876015,shan,1
bat,1711876019,shan,1
bat,1711876024,shan,1
cap,1711876028,shan,1
air,1711876032,shan,1
air,1711876037,shan,1
cap,1711876041,shan,1
cap,1711876046,shan,1
bat,1711876050,shan,1
air,1711876055,shan,1
cap,1711876059,shan,1
cap,1711876064,shan,1
cap,1711876078,shan,1
air,1711876082,shan,1
air,1711876087,shan,1
cap,1711876091,shan,1
air,1711876096,shan,1
air,1711876103,shan,1
cap,1711876108,shan,1
bat,1711876112,shan,1
cap,1711876116,shan,1
bat,1711876121,shan,1
air,1711876125,shan,1
cap,1711876130,shan,1
air,1711876135,shan,1
air,1711876140,shan,1
air,1711876145,shan,1
cap,1711876149,shan,1
air,1711876154,shan,1
air,1711876158,shan,1
air,1711876163,shan,1
cap,1711876168,shan,1
cap,1711876172,shan,1
air,1711876180,shan,1
air,1711876189,shan,1
air,1711876195,shan,1
air,1711876200,shan,1
bat,1711876207,shan,1
bat,1711876211,shan,1
bat,1711876216,shan,1
bat,1711876220,shan,1
bat,1711876224,shan,1
bat,1711876229,shan,1
air,1711876236,shan,1
air,1711876240,shan,1
bat,1711876247,shan,1
bat,1711876251,shan,1
bat,1711876256,shan,1
bat,1711876260,shan,1
bat,1711876265,shan,1
air,1711876274,shan,1
air,1711876278,shan,1
air,1711876282,shan,1
air,1711876287,shan,1
air,1711876291,shan,1
bat,1711876296,shan,1
bat,1711876301,shan,1
bat,1711876305,shan,1
bat,1711876309,shan,1
bat,1711876314,shan,1
bat,1711876318,shan,1
bat,1711876323,shan,1
bat,1711876327,shan,1
bat,1711876333,shan,1
air,1711876343,shan,1
air,1711876347,shan,1
air,1711876352,shan,1
air,1711876356,shan,1
bat,1711876364,shan,1
bat,1711876369,shan,1
bat,1711876373,shan,1
bat,1711876378,shan,1
bat,1711876382,shan,1
bat,1711876386,shan,1
air,1711876392,shan,1
